world,room,spawnpoint,sp_id,sp_id_index,name,obj_id,PosX,PosY,PosZ,RotX,RotY,RotZ,SpawnType,SpawnArgument,Serial,Arg1,Arg2,RC,SpawnDelay,Cmd,SpawnRange,Level,Medal
The World That Never Was,Naught´s Skyway,b_01,200,2,(M) Creeper,317,-1350,-200,1550,0,0,0,2,0,30,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,200,3,(M) Creeper,317,-1500,-200,1900,0,0,0,2,0,32,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,200,4,(M) Samurai,310,-1650,0,1700,0,0,0,2,0,33,0,0,0,0,0,0,1,0
The World That Never Was,Naught´s Skyway,b_01,200,5,(M) Samurai,310,-1350,0,1700,0,0,0,2,0,34,0,0,0,0,0,0,1,0
The World That Never Was,Naught´s Skyway,b_01,201,0,(M) Creeper,317,-320,-600,1750,0,0,0,2,1,35,0,0,0,0,0,50,5,0
The World That Never Was,Naught´s Skyway,b_01,201,1,(M) Creeper,317,-420,-600,1750,0,0,0,2,1,36,0,0,0,0,0,50,5,0
The World That Never Was,Naught´s Skyway,b_01,201,2,(M) Creeper,317,-320,-600,1250,0,0,0,2,1,37,0,0,0,0,0,50,0,0
The World That Never Was,Naught´s Skyway,b_01,201,3,(M) Creeper,317,-420,-600,1250,0,0,0,2,1,38,0,0,0,0,0,50,0,0
The World That Never Was,Naught´s Skyway,b_01,201,4,(M) Creeper,317,-320,-600,1350,0,0,0,2,1,39,0,0,0,0,0,50,1,0
The World That Never Was,Naught´s Skyway,b_01,201,5,(M) Creeper,317,-420,-600,1350,0,0,0,2,1,40,0,0,0,0,0,50,1,0
The World That Never Was,Naught´s Skyway,b_01,201,6,(M) Creeper,317,-320,-600,1450,0,0,0,2,1,41,0,0,0,0,0,50,2,0
The World That Never Was,Naught´s Skyway,b_01,201,7,(M) Creeper,317,-420,-600,1450,0,0,0,2,1,42,0,0,0,0,0,50,2,0
The World That Never Was,Naught´s Skyway,b_01,201,8,(M) Creeper,317,-320,-600,1550,0,0,0,2,1,43,0,0,0,0,0,50,3,0
The World That Never Was,Naught´s Skyway,b_01,201,9,(M) Creeper,317,-420,-600,1550,0,0,0,2,1,44,0,0,0,0,0,50,3,0
The World That Never Was,Naught´s Skyway,b_01,201,10,(M) Creeper,317,-320,-600,1650,0,0,0,2,1,45,0,0,0,0,0,50,4,0
The World That Never Was,Naught´s Skyway,b_01,201,11,(M) Creeper,317,-420,-600,1650,0,0,0,2,1,46,0,0,0,0,0,50,4,0
The World That Never Was,Naught´s Skyway,b_01,201,12,(M) Creeper,317,-320,-600,1850,0,0,0,2,1,56,0,0,0,0,0,50,6,0
The World That Never Was,Naught´s Skyway,b_01,201,13,(M) Creeper,317,-420,-600,1850,0,0,0,2,1,57,0,0,0,0,0,50,6,0
The World That Never Was,Naught´s Skyway,b_01,201,14,(M) Creeper,317,-320,-600,1950,0,0,0,2,1,58,0,0,0,0,0,50,7,0
The World That Never Was,Naught´s Skyway,b_01,201,15,(M) Creeper,317,-420,-600,1950,0,0,0,2,1,59,0,0,0,0,0,50,7,0
The World That Never Was,Naught´s Skyway,b_01,201,16,(M) Creeper,317,-320,-600,2050,0,0,0,2,1,60,0,0,0,0,0,50,8,0
The World That Never Was,Naught´s Skyway,b_01,201,17,(M) Creeper,317,-420,-600,2050,0,0,0,2,1,61,0,0,0,0,0,50,8,0
The World That Never Was,Naught´s Skyway,b_01,202,0,(M) Creeper,317,600,-300,1550,0,0,0,2,0,47,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,202,1,(M) Creeper,317,600,-402.61,1000,0,0,0,2,0,48,0,0,0,0,0,0,1,0
The World That Never Was,Naught´s Skyway,b_01,202,2,(M) Creeper,317,888,-500.0,460,0,0,0,2,0,49,0,0,0,0,0,0,2,0
The World That Never Was,Naught´s Skyway,b_01,202,3,(M) Creeper,317,888,-500.0,260,0,0,0,2,0,50,0,0,0,0,0,0,2,0
The World That Never Was,Naught´s Skyway,b_01,202,4,(M) Creeper,317,1100,-602.42,1000,0,0,0,2,0,51,0,0,0,0,0,0,3,0
The World That Never Was,Naught´s Skyway,b_01,202,5,(M) Creeper,317,1300,-597.32,1000,0,0,0,2,0,52,0,0,0,0,0,0,3,0
The World That Never Was,Naught´s Skyway,b_01,202,6,(M) Creeper,317,1100,-700,1600,0,0,0,2,0,53,0,0,0,0,0,0,4,0
The World That Never Was,Naught´s Skyway,b_01,202,7,(M) Creeper,317,1300,-700,1600,0,0,0,2,0,54,0,0,0,0,0,0,4,0
The World That Never Was,Naught´s Skyway,b_01,202,8,(M) Creeper,317,1200,-700,1500,0,0,0,2,0,55,0,0,0,0,0,0,4,0
The World That Never Was,Naught´s Skyway,b_01,203,0,(M) Samurai,310,1900,-1135.94,0,0,0,0,2,0,62,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,203,1,(M) Samurai,310,1700,-1130.73,0,0,0,0,2,0,63,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,204,0,(M) Creeper,317,1150,-1300,-1750,0,0,0,2,0,64,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,204,1,(M) Creeper,317,850,-1300,-1750,0,0,0,2,0,65,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,204,2,(M) Creeper,317,1000,-1300,-1400,0,0,0,2,0,66,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,204,3,(M) Berserker,313,1000,-1300,-1600,0,0,0,2,0,67,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,b_01,204,4,(M) Berserker,313,1000,-1700,-1600,0,0,0,2,0,68,0,0,0,0,0,0,1,0
The World That Never Was,Naught´s Skyway,b_01,204,5,(M) Samurai,310,1250,-1300,-1600,0,0,0,2,0,69,0,0,0,0,0,0,1,0
The World That Never Was,Naught´s Skyway,b_01,204,6,(M) Samurai,310,700,-1300,-1600,0,0,0,2,0,70,0,0,0,0,0,0,1,0
The World That Never Was,Naught´s Skyway,b_01,204,7,(M) Berserker,313,800,-1300,-1400,0,0,0,2,0,71,0,0,0,0,0,0,2,0
The World That Never Was,Naught´s Skyway,b_01,204,8,(M) Berserker,313,1200,-1300,-1400,0,0,0,2,0,72,0,0,0,0,0,0,2,0
The World That Never Was,Naught´s Skyway,b_01,204,9,(M) Berserker,313,1000,-1300,-1800,0,0,0,2,0,73,0,0,0,0,0,0,2,0
The World That Never Was,Naught´s Skyway,m_00,74,0,PLAYER,566,-1500,0.0,700.0,0,3.14,0,1,0,1,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_00,74,1,PARTY 1,567,-1600,0.0,600.0,0,3.14,0,1,0,2,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_00,74,2,PARTY 2,568,-1400,0.0,600.0,0,3.14,0,1,0,3,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_00,12,0,PLAYER,566,50,-1300,-1600,0,1.57,0,1,1,4,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_00,12,1,PARTY 1,567,-50,-1300,-1500,0,1.57,0,1,1,5,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_00,12,2,PARTY 2,568,-50,-1300,-1700,0,1.57,0,1,1,6,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_22,231,0,(F) Puzzle crown,2440,-1500,-1000,550,0,0,0,0,0,74,3,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_70,157,0,(F) Treasure chest S (EH),825,1381,-840.0,160,0,-3.14,0,0,0,23,1,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_70,157,1,(F) Treasure chest S (EH),825,965,-700,1780,0,0,0,0,0,24,2,0,0,0,0,0,0,0
The World That Never Was,Naught´s Skyway,m_70,157,2,(F) Treasure chest S (EH),825,-2040,-0.0,1720,0,1.57,0,0,0,25,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,a00_,223,0,(N) Li Shang (RTN) (MU),1087,313.64,-200,746.73,0,0,0,0,0,34,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,a02_,625,0,(P) Mickey (RTN),1861,-341.78,-200,787.42,0,0,0,0,0,48,0,0,1713,0,31,0,0,0
The World That Never Was,Proof of Existence,b00_,245,0,(N) Li Shang (RTN) (MU),1087,-350.22,-3.5,-287.41,0,0,0,0,0,36,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,b01_,337,0,(N) Kairi (RTN) (EX),1859,1.99,-20.11,66.74,0,0.8,0,0,0,39,0,0,1675,0,31,0,0,0
The World That Never Was,Proof of Existence,b03_,369,0,(N) Kairi (RTN) (EX),1859,380.53,-11.0,-236.74,0,-1.87,0,0,0,40,0,0,1676,0,31,0,0,0
The World That Never Was,Proof of Existence,b05_,401,0,(N) Kairi (RTN) (EX),1859,3.96,41.29,-345.46,0,2.28,0,0,0,41,0,0,1677,0,31,0,0,0
The World That Never Was,Proof of Existence,b07_,529,0,(N) Kairi (RTN) (EX),1859,325.64,-0.0,-293.42,0,-2.03,0,0,0,45,0,0,1698,0,31,0,0,0
The World That Never Was,Proof of Existence,c01_,593,0,(P) Riku (RTN),2157,-16.9,-113.65,568.77,0,1.92,0,0,0,47,0,0,1700,0,31,0,0,0
The World That Never Was,Proof of Existence,d01_,433,0,(N) Riku (Ansem form) (RTN) (EX),1858,-523.6,-5.52,-480.6,0,1.74,0,0,0,42,0,0,1678,0,31,0,0,0
The World That Never Was,Proof of Existence,d03_,465,0,(N) Riku (Ansem form) (RTN) (EX),1858,-478.76,-100.0,161.99,0,1.59,0,0,0,43,0,0,1679,0,31,0,0,0
The World That Never Was,Proof of Existence,d05_,497,0,(N) Riku (Ansem form) (RTN) (EX),1858,30.39,-41.26,192.35,0,-1.68,0,0,0,44,0,0,1680,0,31,0,0,0
The World That Never Was,Proof of Existence,e08_,669,0,(N) Donald (RTN),1075,-626.69,-5.53,-436.85,0,0,0,0,0,52,0,0,1807,0,31,0,0,0
The World That Never Was,Proof of Existence,e08_,670,0,(N) Goofy (RTN),1076,-372.69,-4.0,-736.18,0,0,0,0,0,54,0,0,1808,0,31,0,0,0
The World That Never Was,Proof of Existence,e_50,157,0,PLAYER,566,0.79,480,-2050.19,0,-3.14,0,1,50,23,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,1,PARTY 1,567,-99.21,480,-2150.19,0,-3.14,0,1,50,24,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,2,PARTY 2,568,100.79,480,-2150.19,0,-3.14,0,1,50,25,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,3,PLAYER,566,-361.95,-0.0,-446.21,0,2.27,0,1,51,26,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,4,PARTY 1,567,-502.84,-0.0,-433.88,0,2.27,0,1,51,27,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,5,PARTY 2,568,-374.28,-0.0,-587.09,0,2.27,0,1,51,28,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,6,PLAYER,566,338.99,-100,187.4,0,-2.83,0,1,52,29,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,7,PARTY 1,567,274.79,-100,61.39,0,-2.83,0,1,52,30,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,e_50,157,8,PARTY 2,568,465.0,-100,123.2,0,-2.83,0,1,52,31,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,0,0,PLAYER,566,365.0,0.0,-636.7,0,-2.62,0,1,99,14,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,0,1,PARTY 1,567,328.4,0.0,-773.3,0,-2.62,0,1,99,15,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,0,2,PARTY 2,568,501.6,0.0,-673.3,0,-2.62,0,1,99,16,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,12,0,PLAYER,566,-0.0,480,-2000,0,3.14,0,1,0,1,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,12,1,PARTY 1,567,-100.0,480.0,-2100,0,3.14,0,1,0,2,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,12,2,PARTY 2,568,100,480,-2100,0,3.14,0,1,0,3,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,13,0,PLAYER,566,0,-298.9,1750,0,0,0,1,1,4,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,13,1,PARTY 1,567,100,-298.53,1850,0,0,0,1,1,5,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,13,2,PARTY 2,568,-100,-298.53,1850,0,0,0,1,1,6,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,61,0,PLAYER,566,-340,0.0,-310,0,0,0,1,2,17,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,61,1,PARTY 1,567,-240,0.0,-210,0,0,0,1,2,18,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,61,2,PARTY 2,568,-440,0.0,-210,0,0,0,1,2,19,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,62,0,PLAYER,566,585.0,-100,200,0,0,0,1,3,20,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,62,1,PARTY 1,567,685,-100,300,0,0,0,1,3,21,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_00,62,2,PARTY 2,568,485,-100,300,0,0,0,1,3,22,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_01,689,0,PLAYER,566,365.34,-3.0,-636.54,0,-2.62,0,1,99,56,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_01,721,0,PLAYER,566,0,480,-2000,0,3.14,0,1,0,57,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_01,722,0,PLAYER,566,0,-300.5,1750,0,0,0,1,1,58,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_01,723,0,PLAYER,566,-340,-0.0,-310,0,0,0,1,2,59,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_01,724,0,PLAYER,566,585,-104.5,200,0,0,0,1,3,60,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_20,39,0,WORLD_POINT,569,370,-3.0,-640,0,-3.14,0,0,0,13,99,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_21,725,0,MENU_FRIEND_3,1006,49.24,77.09,-458.32,0,0,0,0,0,61,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_21,725,1,MENU_FRIEND_2,794,-20.79,38.3,-329.03,0,0,0,0,0,62,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_21,725,2,MENU_FRIEND_1,793,-93.51,69.01,-431.38,0,0,0,0,0,63,0,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_22,831,0,(F) Puzzle crown,2440,-230,-400,1200,0,0,0,0,0,84,4,0,0,0,0,0,0,0
The World That Never Was,Proof of Existence,m_80,767,0,(F) ??? - Chest related (EX),319,-340,-210,795,0,0,0,0,0,71,0,0,1624,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,1,(F) ??? - Chest related (EX),319,350,-210,795,0,0,0,0,0,72,0,0,1625,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,2,(F) ??? - Chest related (EX),319,-580,-110,285,0,0,0,0,0,73,0,0,1626,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,3,(F) ??? - Chest related (EX),319,-345,-110,285,0,0,0,0,0,74,0,0,1627,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,4,(F) ??? - Chest related (EX),319,350,-110,285,0,0,0,0,0,75,0,0,1628,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,5,(F) ??? - Chest related (EX),319,585,-110,285,0,0,0,0,0,76,0,0,1629,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,6,(F) ??? - Chest related (EX),319,-825,-10,-235,0,0,0,0,0,77,0,0,1630,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,7,(F) ??? - Chest related (EX),319,-585,-10,-235,0,0,0,0,0,78,0,0,1631,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,8,(F) ??? - Chest related (EX),319,-340,-10,-235,0,0,0,0,0,79,0,0,1632,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,9,(F) ??? - Chest related (EX),319,340,-10,-235,0,0,0,0,0,80,0,0,1633,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,10,(F) ??? - Chest related (EX),319,580,-10,-235,0,0,0,0,0,81,0,0,1634,0,30,0,0,0
The World That Never Was,Proof of Existence,m_80,767,11,(F) ??? - Chest related (EX),319,820,-10,-235,0,0,0,0,0,82,0,0,1635,0,30,0,0,0
The World That Never Was,Proof of Existence,m_81,799,0,(F) ??? - Chest related (EX),319,0,-480,1450,0,0,0,0,0,83,0,0,1636,0,30,0,0,0
The World That Never Was,Proof of Existence,z00s,179,0,SHOP_POINT,1185,-587.43,0.0,-613.86,0,2.38,0,0,0,32,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b02_,133,0,(N) Kairi (RTN) (EX),1859,455.82,-1.69,-688.04,0,0,0,0,0,61,0,0,1681,0,31,0,0,0
The World That Never Was,Havoc´s Divide,b_00,240,0,(M) Gambler,314,0,0,-550,0,0,0,2,0,65,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_00,240,1,(M) Dusk,318,-100,-400,-400,0,0,0,2,0,67,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_00,240,2,(M) Dusk,318,100,-400,-400,0,0,0,2,0,68,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_00,240,3,(M) Gambler,314,-500,0,-350,0,0,0,2,0,66,0,0,0,0,0,0,1,0
The World That Never Was,Havoc´s Divide,b_00,240,4,(M) Gambler,314,500,0,-350,0,0,0,2,0,70,0,0,0,0,0,0,1,0
The World That Never Was,Havoc´s Divide,b_00,240,5,(M) Gambler,314,0,0,-350,0,0,0,2,0,69,0,0,0,0,0,0,1,0
The World That Never Was,Havoc´s Divide,b_40,69,0,PLAYER,566,0,48.65,-50,0,0,0,0,0,7,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_40,69,1,PARTY 1,567,100,69.59,50,0,0,0,0,0,8,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_40,69,2,PARTY 2,568,-100,58.66,50,0,0,0,0,0,9,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_40,69,3,(B) Luxord (WORKS! can't be killed, or paused),1528,0,0,-400,0,3.14,0,0,0,10,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_40,69,4,(B) ??? - Game acts as if an enemy is present,2224,300,0,-350,0,3.14,0,0,0,75,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_80,378,0,PLAYER,566,0,48.65,-50,0,0,0,0,0,86,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_80,378,1,PARTY 1,567,100,69.59,50,0,0,0,0,0,87,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_80,378,2,PARTY 2,568,-100,58.66,50,0,0,0,0,0,88,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_80,378,3,(B99) Luxord (Limit Cut),2504,0,0,-400,0,3.14,0,0,0,89,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,b_80,378,4,(B) ??? - Game acts as if an enemy is present,2224,300,0,-350,0,3.14,0,0,0,90,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,d02_,165,0,(N) Riku (Ansem form) (RTN) (EX),1858,473.46,-0.0,-1233.88,0,2.74,0,0,0,62,0,0,1682,0,31,0,0,0
The World That Never Was,Havoc´s Divide,e04_,209,0,(N) Donald (RTN),1075,-706.48,-0.0,-1225.37,0,1.47,0,0,0,63,0,0,1683,0,31,0,0,0
The World That Never Was,Havoc´s Divide,e04_,210,0,(N) Goofy (RTN),1076,-357.34,-0.0,-679.07,0,2.09,0,0,0,64,0,0,1684,0,31,0,0,0
The World That Never Was,Havoc´s Divide,e_50,47,0,PLAYER,566,223.47,-0.0,-464.87,0,-0.09,0,1,50,4,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,m_00,22,0,PLAYER,566,0.0,-0.0,-1541.07,0,3.14,0,1,0,1,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,m_00,22,1,PARTY 1,567,-100.0,-0.0,-1641.07,0,3.14,0,1,0,2,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,m_00,22,2,PARTY 2,568,100,-0.0,-1641.07,0,3.14,0,1,0,3,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,m_01,303,0,PLAYER,566,-0.12,-0.0,-1541.2,0,-3.14,0,1,0,71,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,m_21,304,0,MENU_FRIEND_1,793,-212.12,-0.0,-1394.09,0,0,0,0,0,72,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,m_21,304,1,MENU_FRIEND_2,794,-299.16,-0.0,-1450.59,0,0,0,0,0,73,0,0,0,0,0,0,0,0
The World That Never Was,Havoc´s Divide,m_21,304,2,MENU_FRIEND_3,1006,-141.87,-0.0,-1461.28,0,0,0,0,0,74,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b04_,111,0,(N) Kairi (RTN) (EX),1859,871.82,0.0,-868.09,0,2.49,0,0,0,11,0,0,1685,0,31,0,0,0
The World That Never Was,Addled Impasse,b_00,218,0,(M) Dusk,318,1000,-500,-2000,0,0,0,2,0,18,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,219,0,(M) Dusk,318,1280,-500,-1400,0,0,0,2,0,15,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,219,1,(M) Dusk,318,980,-500,-1400,0,0,0,2,0,16,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,220,0,(M) Dusk,318,1050,-500,-800,0,0,0,2,0,17,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,220,1,(M) Dusk,318,750,-500,-800,0,0,0,2,0,28,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,220,2,(M) Dusk,318,900,-500,-800,0,0,0,2,0,29,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,221,0,(M) Berserker,313,500.58,-500,-100.78,0,0,0,2,0,30,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,221,1,(M) Berserker,313,-499.42,-500,-100.78,0,0,0,2,0,31,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_00,221,2,(M) Berserker,313,0.58,-500,899.22,0,0,0,2,0,32,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_40,69,0,PLAYER,566,-0.0,0,50,0,-3.14,0,0,0,7,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_40,69,1,PARTY 1,567,-100.0,0,-50.0,0,-3.14,0,0,0,8,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_40,69,2,PARTY 2,568,100,0,-50.0,0,-3.14,0,0,0,9,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_40,69,3,(B) SaÃ¯x,1737,0,0,400,0,0,0,0,0,10,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_80,356,0,PLAYER,566,-0.0,0,50,0,3.14,0,0,0,37,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_80,356,1,PARTY 1,567,-100.0,0,-50.0,0,3.14,0,0,0,38,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_80,356,2,PARTY 2,568,100,0,-50.0,0,3.14,0,0,0,39,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,b_80,356,3,(B99) SaÃ¯x (Limit Cut),2502,0,0,400,0,0,0,0,0,40,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,d04_,143,0,(N) Riku (Ansem form) (RTN) (EX),1858,1137.03,0.0,-1658.25,0,0,0,0,0,12,0,0,1686,0,31,0,0,0
The World That Never Was,Addled Impasse,e05_,187,0,(N) Donald (RTN),1075,786.16,0.0,-354.82,0,0,0,0,0,13,0,0,1687,0,31,0,0,0
The World That Never Was,Addled Impasse,e05_,188,0,(N) Goofy (RTN),1076,252.29,0.0,-482.29,0,2.09,0,0,0,14,0,0,1688,0,31,0,0,0
The World That Never Was,Addled Impasse,e_50,47,0,PLAYER,566,344.88,5.0,57.89,0,0.52,0,1,50,4,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,m_00,22,0,PLAYER,566,737.74,0.0,-2367.2,0,2.29,0,1,0,1,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,m_00,22,1,PARTY 1,567,596.66,0.0,-2357.33,0,2.29,0,1,0,2,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,m_00,22,2,PARTY 2,568,727.87,0.0,-2508.27,0,2.29,0,1,0,3,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,m_01,281,0,PLAYER,566,737.73,-0.0,-2367.2,0,2.29,0,1,0,19,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,m_21,282,0,MENU_FRIEND_1,793,241.67,-0.0,-2370.92,0,0,0,0,0,20,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,m_21,282,1,MENU_FRIEND_2,794,244.19,-0.0,-2496.54,0,0,0,0,0,21,0,0,0,0,0,0,0,0
The World That Never Was,Addled Impasse,m_21,282,2,MENU_FRIEND_3,1006,274.34,-0.0,-2607.1,0,0,0,0,0,22,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,95,0,(M) Dancer,312,276.79,-0.0,-757.38,0,0,0,2,0,13,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,95,1,(M) Dancer,312,876.79,-0.0,-757.38,0,0,0,2,0,14,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,95,2,(M) Berserker,313,576.79,-0.0,-707.38,0,0,0,2,0,15,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,96,0,(M) Berserker,313,581.16,-220.41,357.83,0,0,0,2,0,16,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,96,1,(M) Samurai,310,581.16,-170.41,57.83,0,0,0,2,0,17,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,97,0,(M) Samurai,310,630.03,-405.87,1648.09,0,0,0,2,0,18,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,97,1,(M) Dancer,312,980.03,-1127.52,1348.09,0,0,0,2,0,19,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,97,2,(M) Dancer,312,280.03,-1120.52,1348.09,0,0,0,2,0,20,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,97,3,(M) Samurai,310,630.03,-405.87,1248.09,0,0,0,2,0,23,0,0,0,0,0,0,0,0
The World That Never Was,Naught´s Approach,b_00,98,0,(M) Berserker,313,-496.13,-727.52,2191.3,0,1.09,0,2,0,21,0,0,0,0,0,0,0,0
